year,st,stateno,state,state_fips,state_icpsr,immig_laws_restrict,immig_laws_accom,immig_laws_neut,immig_laws_total,inctax,tels,edufree,elecfree,gunfree,healthfree,labfree,landfree,marrfree,absvot,earlvot,elecdayreg,mailreg,motorvoter,pubcamfun,indlimit,candlim,corporlimits,ig_ed,ig_ag,ig_bk,ig_in,ig_mf,ig_cons,ig_legal,ig_sb,ig_health,ig_cir,ig_hotel,ig_env,ig_rel,ig_welf,ig_resou,ig_gg,ig_women,ig_util,ig_tax,ig_comm,ig_tran,ig_igr,ig_polf,ig_sport,ig_sofb,ig_mil,ig_unk,universal_health_care,medicaid_stateadoption,equalpay,pubbrefeed,genderrights_gender_equal_pay,genderrights_era_ratification,genderrights_state_eras,genderrights_gender_discrimination,genderrights_gender_discrimination_laws_post1964,foca,aborparc,aborparn,pgestlim,ssame,sstmrrge,fhpriv,fhpub,fhurb,environ,environmental_covenants_act,transboundary_pollution_reciproc,ewaste,environment_state_nepas,w_environment_endangered_species,w_environment_solar_taxcredit,fsmlp,fswp,fwtldrps,fesasap,guncontrol_opencarry,w_guncontrol_registration_requir,fairemp,fairtrade,miglab,minwage,z_labor_unemployment_compensatio,urbrenen,frent,bus_ig,nonprofit_ig,citizen_ig,association_ig,gov_ig,COVIDCOVI,gayempnondisc
1950,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,223.077,0,NA,NA,NA,NA,NA,NA,NA,NA
1951,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,206.686,1,NA,NA,NA,NA,NA,NA,NA,NA
1952,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,202.333,1,NA,NA,NA,NA,NA,NA,NA,NA
1953,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,200.721,1,NA,NA,NA,NA,NA,NA,NA,NA
1954,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,199.753,1,NA,NA,NA,NA,NA,NA,NA,NA
1955,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,280.783,1,NA,NA,NA,NA,NA,NA,NA,NA
1956,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,276.72,1,NA,NA,NA,NA,NA,NA,NA,NA
1957,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,274.644,1,NA,NA,NA,NA,NA,NA,NA,NA
1958,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,297.249,1,NA,NA,NA,NA,NA,NA,NA,NA
1959,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,294.67,1,NA,NA,NA,NA,NA,NA,NA,NA
1960,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,290.027,1,NA,NA,NA,NA,NA,NA,NA,NA
1961,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,361.806,1,NA,NA,NA,NA,NA,NA,NA,NA
1962,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,354.967,1,NA,NA,NA,NA,NA,NA,NA,NA
1963,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,360.938,1,NA,NA,NA,NA,NA,NA,NA,NA
1964,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,351.419,1,NA,NA,NA,NA,NA,NA,NA,NA
1965,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,338.305,1,NA,NA,NA,NA,NA,NA,NA,NA
1966,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,358.618,1,NA,NA,NA,NA,NA,NA,NA,NA
1967,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,347.34,1,NA,NA,NA,NA,NA,NA,NA,NA
1968,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,330.922,1,NA,NA,NA,NA,NA,NA,NA,NA
1969,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,1,1,1,1,305.334,1,NA,NA,NA,NA,NA,NA,NA,NA
1970,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,1,1,1,1,341.54,1,NA,NA,NA,NA,NA,NA,NA,NA
1971,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,0,NA,1,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,1,1,1,1,324.896,1,NA,NA,NA,NA,NA,NA,NA,NA
1972,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,1,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,1,1,1,1,309.954,1,NA,NA,NA,NA,NA,NA,NA,NA
1973,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,1,1,1,1,377.995,1,NA,NA,NA,NA,NA,NA,NA,NA
1974,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,1,1,1,1,344.319,1,NA,NA,NA,NA,NA,NA,NA,NA
1975,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,394.367,1,NA,NA,NA,NA,NA,NA,NA,NA
1976,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,442.665,1,NA,NA,NA,NA,NA,NA,NA,NA
1977,DE,8,Delaware,10,11,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,465.041,1,NA,NA,NA,NA,NA,NA,NA,NA
1978,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,463.9,1,NA,NA,NA,NA,NA,NA,NA,NA
1979,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,421.451,1,NA,NA,NA,NA,NA,NA,NA,NA
1980,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,10,5,19,11,12,6,4,15,10,2,5,5,1,4,8,3,6,6,4,1,5,5,5,7,3,0,12,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,377.897,1,NA,NA,NA,NA,NA,NA,NA,NA
1981,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,343.839,1,NA,NA,NA,NA,NA,NA,NA,NA
1982,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,323.639,1,NA,NA,NA,NA,NA,NA,NA,NA
1983,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,310.981,1,NA,NA,NA,NA,NA,NA,NA,NA
1984,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,330.608,1,NA,NA,NA,NA,NA,NA,NA,NA
1985,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,319.83,1,NA,NA,NA,NA,NA,NA,NA,NA
1986,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,386.82,1,NA,NA,NA,NA,NA,NA,NA,NA
1987,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,371.414,1,NA,NA,NA,NA,NA,NA,NA,NA
1988,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,356.476,1,NA,NA,NA,NA,NA,NA,NA,NA
1989,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,340.135,1,NA,NA,NA,NA,NA,NA,NA,NA
1990,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,12,4,12,25,25,9,1,22,17,1,7,3,1,5,5,8,3,5,1,6,8,7,4,7,7,0,5,0,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,356.664,1,NA,NA,NA,NA,NA,NA,NA,NA
1991,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,346.913,1,NA,NA,NA,NA,NA,NA,NA,NA
1992,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,368.807,1,NA,NA,NA,NA,NA,NA,NA,NA
1993,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,360.599,1,NA,NA,NA,NA,NA,NA,NA,NA
1994,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,381.472,1,NA,NA,NA,NA,NA,NA,NA,NA
1995,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,421.219,1,NA,NA,NA,NA,NA,NA,NA,0
1996,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,409.502,1,NA,NA,NA,NA,NA,NA,NA,0
1997,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,NA,NA,NA,10,2,20,22,31,11,4,14,24,2,5,3,1,7,5,6,1,6,4,7,11,5,6,10,22,NA,NA,NA,NA,0,1,NA,1,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,400.616,1,NA,NA,NA,NA,NA,NA,NA,0
1998,DE,8,Delaware,10,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,1,1,1,13,2,21,25,36,12,4,15,31,2,8,6,1,8,5,6,2,9,2,8,11,5,6,11,21,NA,1,NA,NA,0,1,NA,1,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,0,1,1,1,1,394.172,1,NA,NA,NA,NA,NA,NA,NA,0
